Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	43	8.481262327416173	3.0881824237787225E-22	HDAC2, ABCB1, SRC, SLC1A1, SLC1A2, AHR, TYMS, COMT, PTGS2, SLC6A2, ADRA1A, TNF, ACACB, RELA, SLC6A4, HSD11B2, CASP3, ABL1, TSPO, PTK2B, CD38, CA9, DRD2, SNCA, ABCC1, CPT1A, HSP90AA1, ACE, CHUK, PRKCB, MMP2, P2RX7, ADAM17, RPS6KB1, LCK, CDK4, BCL2, CDK1, MDM2, CTNNB1, PPARG, TOP1, TP53	506	254	19734	6.602362204724409	1.3838145440952455E-18	1.2580132219047687E-19	1.1165183181243617E-19
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	59	11.637080867850099	6.66571613048819E-22	KDM5B, APP, GSK3B, RARG, CXCL8, PIK3CD, PIK3CB, TNF, SLC6A4, SHH, AKT1, CTSH, CASR, MAP2K1, MAP2K2, CHUK, AVPR2, F3, TGFBR1, AR, SMO, IL1B, RARA, TLR9, PPARG, PGR, PRKD1, TLR4, TP53, PPARD, DNMT1, ROCK1, ROCK2, HDAC1, SLC22A2, NR1I2, HIF1A, RELA, MAPK9, MAPK8, ERBB2, LDLR, NOS3, VDR, PDE2A, STAT3, EIF2AK3, BRAF, MAPK14, NR0B2, MTOR, VEGFA, P2RX7, CDK6, CDK1, MDM2, CTNNB1, NFE2L2, HSPA1A	506	509	19734	4.520628683693517	2.986907398071758E-18	2.4890894983931317E-19	2.2091294209126277E-19
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	39	7.6923076923076925	2.3786874072156364E-20	APP, SRC, FLT4, CHRNA7, ALOX15, NOD1, NOD2, RASGRP1, ADRA1A, TNF, PRKCZ, EGFR, ICAM1, KDR, ABL1, FFAR4, PTK2B, DRD2, MAPK3, CCR1, PDGFRA, CASR, MAP2K1, PLA2G2A, GPR55, F2R, GPBAR1, PRKCA, GCG, PTPN11, BRAF, MIF, VEGFA, PTPRC, NOX4, TEK, FGFR3, TLR4, FGFR2	506	228	19734	6.671052631578947	1.0658898271733267E-16	8.199152516717897E-18	7.276953706535835E-18
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	21	4.142011834319527	2.231885516487504E-19	PDGFRA, EPHA4, FLT1, SYK, FLT3, SRC, FLT4, INSR, DYRK1A, EGFR, PTK2, LCK, ERBB2, KDR, ABL1, PTK2B, PTPN6, JAK2, JAK3, FGFR2, FGFR1	506	50	19734	16.380000000000003	1.0001078999380505E-15	7.14362785670036E-17	6.340149070764858E-17
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	90	17.75147928994083	6.918769100695586E-19	TOP2A, APP, RARG, KDM1A, CD81, RORA, AHR, RORB, GLI1, NR3C1, TNF, GLI2, PHF8, IKBKB, RPS6KA3, SHH, RPS6KA5, HNF4A, NAMPT, AKT1, EP300, NOS1, JAK2, KDM6B, PARP1, CHUK, SIRT1, SIRT2, SREBF2, MMP12, KAT2B, AR, NR5A2, PKM, SMO, IL1B, RARA, TLR9, RARB, PPARG, PGR, PRKD1, RAF1, PPARA, MET, TLR4, TP53, PPARD, KDM3A, HDAC2, HDAC3, PLA2G1B, TNKS, PRKDC, EPAS1, HDAC1, NR1I3, NR1I2, ADRB2, NOD2, HIF1A, EGFR, RELA, RXRA, CXCR3, ABL1, S1PR1, NLRP3, DRD2, BRD4, MAPK3, EGLN1, JUN, KDM4C, VDR, NR1H2, STAT3, NR1H3, MAPK14, ESR1, ESR2, SMARCA4, VEGFA, NFKBIA, NR4A1, APEX1, PIN1, CTNNB1, FGFR2, NFE2L2	506	1256	19734	2.7945859872611467	3.100300434021692E-15	2.0668669560144616E-16	1.8343963142310896E-16
GOTERM_BP_DIRECT	GO:0007165~signal transduction	87	17.159763313609467	1.0965944869716049E-17	ALK, CHRM3, ITK, CXCL8, ILK, PIK3CD, PIK3CB, NR3C1, ITGAL, ADRA1A, IGF1R, NR3C2, RPS6KA3, HPGDS, EDNRA, PLAU, ADORA3, NAMPT, ADORA1, PDE4B, CASP1, PDE4A, CD38, AKT1, JAK2, UTS2R, MAP2K1, CSNK2A1, SYK, PRKCB, PDE4D, PRKCE, PLAUR, CSNK1D, TGFBR1, AR, MAPKAPK3, LCK, IL1B, KIT, RARB, PDE5A, PPARG, PGR, PRKD1, RAF1, MET, PTGES, ROCK1, SRC, PLA2G1B, EPAS1, NR1I3, CHRNA7, NR1I2, NOD1, RASGRP1, HIF1A, PRKCZ, EGFR, TYMP, MAPK8, TTR, ERBB2, CXCR2, ABL1, PTK2B, MAPK1, NLRP3, GABRA1, STAT3, BRAF, CDC7, MAPK14, ESR1, ESR2, NR4A1, BMP1, PDE10A, CDK6, RPS6KB1, AXL, CDK4, CDK2, MAP3K11, F2RL3, HSPA1A	506	1240	19734	2.7362903225806456	4.9138398961197614E-14	3.071149935074851E-15	2.7257226716787954E-15
GOTERM_BP_DIRECT	GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	33	6.508875739644971	2.481611285667685E-17	FLT1, FLT3, SRC, TNF, EGFR, PIK3CG, STK3, IGF1R, GRM2, KDR, PTK2B, JAK2, PDGFRA, PDPK1, INSR, F2R, F2, SIRT1, TGFBR1, MTOR, PTK2, VEGFA, PIK3CA, AXL, KIT, NOX4, PTPN6, PRKD1, TEK, HPSE, FGFR3, FGFR1, PPARD	506	192	19734	6.703125	1.1120100171076896E-13	6.541235394751115E-15	5.805510637117873E-15
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	30	5.9171597633136095	3.819771321254965E-17	PTGER4, PTGER2, LPAR1, LPAR3, ADRA1B, ADRA1A, LTB4R, PIK3CG, EDNRA, CXCR3, HRH4, CXCR2, ABL1, FFAR4, PTK2B, BDKRB1, CD38, FFAR1, JAK2, CCR5, CCR4, CCR2, PTGDR, CCR1, F2R, TRPV1, TACR1, ESR1, CCKBR, AGTR1	506	156	19734	7.5	1.71163952905435E-13	9.50910849474639E-15	8.439572524794999E-15
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	22	4.339250493096647	4.326799269001008E-16	TOP2A, KDM5B, PRMT5, CSNK2A1, ROCK2, PRKDC, RORC, RORA, AHR, RORB, MTOR, MAPK9, KAT2B, MAPK8, CDK5, HNF4A, CDK1, EP300, PPARG, TOP1, TP53, EZH2	506	79	19734	10.860759493670887	1.9899637493381306E-12	9.711181711125285E-14	8.61891757758207E-14
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	26	5.128205128205128	4.3343814823143423E-16	ABCB1, GSTP1, NR1I2, RORC, RORA, AHR, CYP2C19, CYP3A4, HNF4A, CYP1B1, NQO1, BCHE, ABCC1, AKR1C1, EPHX1, CAD, CYP2C9, CYP2A6, NAT1, CYP1A2, GSTA1, CYP1A1, SLC29A1, UGT2B7, ADA, CES2	506	121	19734	8.3801652892562	1.9899637493381306E-12	9.711181711125285E-14	8.61891757758207E-14
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	46	9.072978303747535	1.1815944709575672E-15	GSK3B, ITK, CXCL8, PLA2G1B, SRC, NOD1, NOD2, ADRA1B, PLD1, ADRA1A, PRKCZ, RELA, STK3, RPS6KA3, PAK1, RPS6KA5, MKNK1, ERBB2, CHEK1, AKT1, HMOX1, MAPK1, JAK2, DRD2, JAK3, JAK1, MAPK3, MAP4K4, SYK, PRKCB, PDPK1, PRKCE, SPHK1, PLA2G4C, PRKCA, PTPN11, TYK2, MAPK14, TGFBR1, MAPKAPK3, LCK, KIT, MAPKAPK2, PTPN6, PRKD1, SGK1	506	432	19734	4.152777777777778	5.472400310679859E-12	2.5212975354099326E-13	2.2377148623801167E-13
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	54	10.650887573964498	2.157690169901457E-15	APP, RARG, AHR, NR3C1, ADRA1A, CTSS, CASP3, CTSK, CHEK1, PIM1, CASP1, CTSH, EP300, PIM3, JAK2, MAP3K7, CTSC, PARP1, CSNK2A1, PRKCB, PRKCE, MMP9, TGFBR1, SMO, IL1B, RARB, BIRC5, PRKD1, RAF1, SGK1, GAPDH, TP53, PPARD, NOD1, STK3, AURKA, PAK1, CXCR3, PTK2B, MAPK1, NLRP3, MAPK3, EGLN3, MAPK14, VEGFA, NFKBIA, NR4A1, RPS6KB1, BCL2, CDK1, MDM2, PDCD4, FGFR2, BCL2L1	506	593	19734	3.551433389544688	9.45232780935612E-12	4.3948225687856493E-13	3.9005153662264063E-13
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	27	5.325443786982249	2.7539868884097576E-15	OPRD1, EPAS1, SRC, RORA, PTGS2, HIF1A, TERT, HMOX1, MAP3K7, EGLN1, EGLN3, CASR, PRKCE, SIRT1, SIRT2, MTOR, VEGFA, FABP1, BCL2, MDM2, PPARG, MDM4, SLC29A1, TP53, FGFR2, PPARD, NFE2L2	506	142	19734	7.415492957746478	1.2437273433363316E-11	5.365484889984402E-13	4.762002545741568E-13
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	35	6.903353057199212	3.915552980257183E-15	ENPEP, FLT1, CXCL8, EPAS1, FLT4, SERPINE1, RORA, PTGS2, HIF1A, PIK3CG, TYMP, CXCR3, ANPEP, KDR, S1PR1, CYP1B1, HMOX1, EPHB4, SYK, NOS3, MMP2, EIF2AK3, PRKCA, MAPK14, ADRA2B, SIRT1, PTK2, VEGFA, PTPRB, MMP14, PIK3CA, PRKD1, TEK, FGFR2, FGFR1	506	257	19734	5.311284046692608	1.7412182806708643E-11	7.310663710221848E-13	6.48839758436784E-13
GOTERM_BP_DIRECT	GO:0018107~peptidyl-threonine phosphorylation	18	3.5502958579881656	1.84629578304401E-14	GSK3B, DYRK2, ROCK1, CSNK2A1, ROCK2, PDPK1, TNKS, PRKDC, CAD, DYRK1A, PRKCA, MAPK8, CDK5, CHEK1, CDK1, AKT1, MAPK1, PRKD1	506	55	19734	12.763636363636364	8.258349559753242E-11	3.3093005615280837E-12	2.9370873316664114E-12
GOTERM_BP_DIRECT	GO:0030522~intracellular receptor signaling pathway	15	2.9585798816568047	3.7692392288689177E-14	NR1H2, NR1I3, STAT3, NR1I2, RORC, NR1H3, RORA, AHR, RORB, AR, NR4A1, NR5A2, HNF4A, PPARA, PPARD	506	34	19734	17.205882352941178	1.691469186937411E-10	6.339709907269755E-12	5.626651707478647E-12
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	23	4.536489151873767	3.8199546417380805E-14	NQO1, G6PD, GABBR1, CPT1A, VCAM1, HPGD, PRKCB, TACR1, TYMS, ADH7, NR0B2, TNF, GRIN2B, IGF1R, POLB, RPS6KB1, CNR1, CTSK, CDK1, RARA, PTK2B, PPARA, FGFR2	506	108	19734	8.305555555555555	1.7113688244307923E-10	6.339709907269755E-12	5.626651707478647E-12
GOTERM_BP_DIRECT	GO:0042752~regulation of circadian rhythm	19	3.7475345167652856	4.8212948983790886E-14	TOP2A, GSK3B, HDAC3, KDM2A, ROCK2, PRKDC, NR1H3, CSNK1D, RORB, MTOR, PPP1CA, PER2, MAPK9, MAPK8, HNF4A, CDK1, PPARG, PPARA, EZH2	506	67	19734	11.059701492537313	2.1591106680318717E-10	7.715793728441677E-12	6.847960646733441E-12
GOTERM_BP_DIRECT	GO:0007200~phospholipase C-activating G protein-coupled receptor signaling pathway	22	4.339250493096647	7.722969650301575E-14	OPRD1, CASR, F2R, GPR55, TACR1, ADRA1B, ESR1, ADRA1A, PIK3CG, LTB4R, HRH1, EDNRA, CCKBR, CXCR2, S1PR1, FFAR4, AGTR1, FFAR1, PRKD1, DRD2, F2RL3, TGM2	506	100	19734	8.58	3.462536923848347E-10	1.1439946610580963E-11	1.0153239828225953E-11
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	57	11.242603550295858	8.079757555228461E-14	RORC, ILK, RORA, AHR, RORB, GLI1, TNF, GLI2, PHF8, IKBKB, SHH, HNF4A, PIM1, CD38, AKT1, EP300, NOS1, KCNH2, MAP2K1, MAP2K2, CHUK, PRKCB, F2R, DYRK1A, TGFBR1, KAT2B, AR, NR5A2, IL1B, RARA, PPARG, PPARA, TP53, PPARD, KDM3A, HDAC2, HDAC1, NR1I2, HIF1A, EGFR, RELA, RXRA, BRD4, JUN, PTGES2, INSR, NR1H2, STAT3, NR1H3, ESR1, NR0B2, ESR2, SMARCA4, PER2, CDK2, CTNNB1, NFE2L2	506	713	19734	3.11781206171108	3.6217340237953977E-10	1.1439946610580963E-11	1.0153239828225953E-11
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	29	5.719921104536489	8.086581969317965E-14	CXCL8, SRC, GSTP1, SERPINE1, NOD2, TNF, RELA, MAPK8, CASP1, PDE4B, ABL1, CAPN2, TSPO, NLRP3, JAK2, CCR5, NOS2, MMP3, NR1H3, MAPK14, MMP8, MMP9, AXL, CDK4, IL1B, RARA, TLR9, PDCD4, TLR4	506	191	19734	5.9214659685863875	3.6217340237953977E-10	1.1439946610580963E-11	1.0153239828225953E-11
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	27	5.325443786982249	8.287844565312193E-14	FLT1, CXCL8, CHRNA7, SERPINE1, PIK3CD, HIF1A, TERT, CXCR3, KDR, PTK2B, CYP1B1, HMOX1, CTSH, PRKCB, NOS3, PDPK1, CMA1, SPHK1, STAT3, PRKCA, F3, SIRT1, VEGFA, IL1B, PRKD1, TEK, NFE2L2	506	163	19734	6.460122699386503	3.716257301888959E-10	1.1439946610580963E-11	1.0153239828225953E-11
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	30	5.9171597633136095	8.424865836848288E-14	APP, HDAC3, ROCK2, FLT4, CHRNA7, ILK, RASGRP1, TNF, EGFR, PAK1, ERBB2, KDR, ABL1, AKT1, HSP90AA1, LIMK2, INSR, PLAUR, BRAF, CSNK1D, F2, MMP9, SIRT1, PTK2, VEGFA, P2RX7, IL1B, PIN1, TEK, RAF1	506	206	19734	5.679611650485437	3.775956214369103E-10	1.1439946610580963E-11	1.0153239828225953E-11
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	35	6.903353057199212	1.0384686458438638E-13	FLT1, ROCK2, FLT4, PIK3CD, GLI1, EGFR, IGF1R, PAK1, PLAU, KDR, S1PR1, PTK2B, AKT1, CTSH, JAK2, MAP4K4, CCR1, PDGFRA, EPHA4, MMP2, SPHK1, INSR, F2R, STAT3, PRKCA, F3, TGFBR1, PTK2, VEGFA, ADAM17, MMP14, SMO, IL1B, KIT, EZH2	506	287	19734	4.7560975609756095	4.65154026407788E-10	1.3686405888312804E-11	1.2147028836826606E-11
GOTERM_BP_DIRECT	GO:0033674~positive regulation of kinase activity	17	3.353057199211045	3.17181648382778E-13	ALK, PDGFRA, FLT1, FLT3, FLT4, INSR, EGFR, IGF1R, AXL, ERBB2, KDR, TEK, MET, FGFR3, EPHB4, FGFR2, FGFR1	506	55	19734	12.054545454545455	1.4213316079647598E-9	4.0608313325806524E-11	3.604089758909452E-11
GOTERM_BP_DIRECT	GO:0006508~proteolysis	48	9.467455621301776	6.033271709842756E-13	APP, PRSS1, ENPEP, PLAT, PLG, PRCP, MALT1, CTSS, DPP4, ADAMTS5, SHH, PLAU, CTSL, CASP3, ANPEP, CTSK, RNPEP, CASP1, USP1, CAPN2, CTSH, LTA4H, CAPN1, CTSD, ELANE, CTSC, TGM2, CTSB, ST14, ACE, MME, MMP1, CMA1, MMP2, MMP3, MMP8, F2, MMP9, MMP12, ADAM17, MMP14, BMP1, MMP13, FOLH1, F9, MMP16, REN, METAP2	506	554	19734	3.379061371841155	2.7033657534758504E-9	7.509747369945943E-11	6.665089330567956E-11
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	37	7.297830374753452	7.610475933843375E-13	KDM5B, KDM3A, HDAC2, KDM1A, PRKDC, HDAC1, AURKA, PHF8, HDAC7, PAK1, RPS6KA5, CHEK1, KMT5A, JAK2, MAP3K7, TGM2, BRD4, KDM6B, BRD2, PRMT5, PBRM1, KDM4B, KDM2A, KDM4C, KDM4D, PRKCB, PRMT1, DYRK1A, PRKCA, ESR1, SMARCA4, SIRT3, PER2, KAT2B, CDK2, CDK1, TOP1	506	343	19734	4.206997084548104	3.4103003754282213E-9	9.216903421500585E-11	8.180233186187865E-11
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	23	4.536489151873767	1.0510735067996521E-12	MAP2K1, MAP2K2, PRKCE, BRAF, ADRA1A, ADRA2B, EGFR, P2RX7, AR, PTPRC, MAPKAPK3, MAPKAPK2, PTK2B, CTNNB1, PTPN6, RAF1, CCR5, MAP3K7, FGFR3, MAP3K11, MAP4K4, FGFR1, MAPK3	506	126	19734	7.1190476190476195	4.7097467037460206E-9	1.2394369431498003E-10	1.1000314043532149E-10
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	19	3.7475345167652856	1.6898195931827859E-12	ALK, PDGFRA, FLT1, FLT3, VDR, FLT4, INSR, EGFR, IGF1R, AXL, KIT, ERBB2, KDR, TEK, MET, FGFR3, EPHB4, FGFR2, FGFR1	506	81	19734	9.148148148148149	7.572309557168921E-9	1.9415593838595035E-10	1.7231826979712667E-10
GOTERM_BP_DIRECT	GO:0032922~circadian regulation of gene expression	18	3.5502958579881656	1.9189060881470004E-12	NGFR, PRMT5, HDAC2, HDAC3, KDM2A, HDAC1, RORC, CSNK1D, RORA, AHR, NR0B2, SIRT1, PPP1CA, PER2, NAMPT, TOP1, DRD2, PPARA	506	71	19734	9.887323943661972	8.598633360890062E-9	2.1496545452466772E-10	1.907872378140155E-10
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	35	6.903353057199212	2.864745633078536E-12	TOP2A, RARG, HPGD, PRKDC, SRC, LPAR1, NOD1, PTGS2, TNF, STK3, MAPK8, CNR1, ABL1, TSPO, CYP1B1, CTSD, MCL1, TGM2, SNCA, JUN, ACE, SPHK2, TRPV1, MMP9, SIRT1, TGFBR1, NR4A1, KCNMA1, BCL2, CTNNB1, RARB, PPARG, TP53, MAP3K11, IDO1	506	322	19734	4.239130434782609	1.2836758545020643E-8	3.130957361420712E-10	2.77880326408618E-10
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	17	3.353057199211045	4.2129901617367186E-12	SYK, NOS2, PLA2G1B, F2R, STAT3, SERPINE1, NOD1, NOD2, F3, TNF, RELA, IL1B, TLR9, TLR8, TLR4, ELANE, HSPA1A	506	64	19734	10.359375	1.8878288376988905E-8	4.494859265414818E-10	3.9893004460064116E-10
GOTERM_BP_DIRECT	GO:0010629~negative regulation of gene expression	34	6.70611439842209	4.8605607515976926E-12	OPRD1, APP, GSK3B, DNMT1, CXCL8, ROCK2, HDAC1, SRC, HIF1A, TNF, ACACB, AURKA, SHH, TERT, KDR, AKT1, XDH, MAP3K7, LDLR, CCR1, ACE, NOS2, STAT3, MIF, NR0B2, ESR1, SIRT1, VEGFA, SMO, PIK3CA, CDK1, CTNNB1, PPARG, PGR	506	310	19734	4.27741935483871	2.1780153014461234E-8	4.983815645881493E-10	4.423261509411001E-10
